x/c, Cp
8.779216306632354749e-01,8.376433849334716797e-01
8.781249195103932870e-01,8.431770801544189453e-01
8.783385436308730476e-01,8.469640612602233887e-01
8.785628446866026175e-01,8.474484682083129883e-01
8.787973956001721154e-01,8.481851816177368164e-01
8.790399755690494477e-01,8.515678644180297852e-01
8.792844346785307907e-01,8.510241508483886719e-01
8.795231709507183027e-01,8.453697562217712402e-01
8.797515719495838660e-01,8.421498537063598633e-01
8.799683564428975036e-01,8.452237844467163086e-01
8.801735244306593264e-01,8.431027531623840332e-01
8.803680154831712290e-01,8.393507003784179688e-01
8.805523420933252243e-01,8.380841612815856934e-01
8.807276146623873592e-01,8.330394625663757324e-01
8.808957977464435540e-01,8.297488093376159668e-01
8.810600517183277969e-01,8.263899683952331543e-01
8.812227682115360006e-01,8.227616548538208008e-01
8.813849722118523022e-01,8.190574645996093750e-01
8.815471762121684929e-01,8.153287768363952637e-01
8.817092947970027739e-01,8.114343881607055664e-01
8.818714133818370549e-01,8.067463636398315430e-01
8.820336173821532455e-01,8.012530803680419922e-01
8.821957359669875265e-01,7.949566245079040527e-01
8.823578545518218075e-01,7.866181731224060059e-01
8.825200585521381091e-01,7.777438163757324219e-01
8.826821771369722791e-01,7.655963897705078125e-01
8.828442957218065601e-01,7.503719329833984375e-01
8.830064997221228618e-01,7.318596243858337402e-01
8.831686183069571427e-01,7.062567472457885742e-01
8.833308223072733334e-01,6.708285808563232422e-01
8.834929408921076144e-01,6.211715936660766602e-01
8.836550594769418954e-01,6.197394728660583496e-01
8.838172634772580860e-01,-5.762928724288940430e-01
8.842309306565796501e-01,-1.246527791023254395e+00
8.846229877189554225e-01,-4.766394495964050293e-01
8.847577733495499697e-01,-3.253617882728576660e-01
8.851270244782319940e-01,-2.808561921119689941e-01
8.852208960929490722e-01,-2.689037322998046875e-01
8.855999700020609211e-01,-2.388561815023422241e-01
8.856058636703189046e-01,-2.382915318012237549e-01
8.858889305776638246e-01,-2.017254233360290527e-01
8.862235884361362448e-01,-1.722988784313201904e-01
8.862892729417934934e-01,-1.672897189855575562e-01
8.866006977891621732e-01,-1.460616737604141235e-01
8.868614712557053581e-01,-1.292866319417953491e-01
8.871780210319939464e-01,-1.106525212526321411e-01
8.872321744475814009e-01,-1.078928038477897644e-01
8.876310647485171623e-01,-9.087870270013809204e-02
8.879822077950153547e-01,-7.799671590328216553e-02
8.880199614380589468e-01,-7.712294906377792358e-02
8.883090928446257806e-01,-7.055459171533584595e-02
8.886556234550960776e-01,-5.800163745880126953e-02
8.888494311837520367e-01,-5.614665895700454712e-02
8.891605143691926338e-01,-5.014121904969215393e-02
8.895541089102444454e-01,-4.148016870021820068e-02
8.895781106606861499e-01,-4.132832586765289307e-02
8.899617115903440956e-01,-3.717730566859245300e-02
8.902845821123005488e-01,-3.112165443599224091e-02
8.906168483372770561e-01,-2.461012825369834900e-02
8.910143719905007087e-01,-1.863448694348335266e-02
8.910605817662622385e-01,-1.808836124837398529e-02
8.915132838208573718e-01,-1.284402608871459961e-02
8.919638504884025432e-01,-8.887657895684242249e-03
8.919669254457545104e-01,-8.862629532814025879e-03
8.924110859521496852e-01,-5.096666980534791946e-03
8.928772836529007551e-01,-1.270832959562540054e-03
8.933700455685533726e-01,2.250789431855082512e-03
8.938914216706758120e-01,5.461110733449459076e-03
8.944437181772818546e-01,8.331499062478542328e-03
8.950281309051195677e-01,1.084819994866847992e-02
8.956430369600310026e-01,1.298461109399795532e-02
8.962814322724921290e-01,1.468941476196050644e-02
8.969330669846631299e-01,1.613600552082061768e-02
8.975916203508760294e-01,1.748673990368843079e-02
8.977463932042584194e-01,1.752090826630592346e-02
8.982564944627569048e-01,1.765487529337406158e-02
8.989259810106656756e-01,1.829762570559978485e-02
8.995964071288764519e-01,1.971325092017650604e-02
9.002696519579932444e-01,2.055901475250720978e-02
9.009453738360879704e-01,2.080512046813964844e-02
9.016038417868188493e-01,2.298462949693202972e-02
9.016228894393046867e-01,2.304120175540447235e-02
9.023063841262612961e-01,2.315003424882888794e-02
9.029650229079562163e-01,2.247604727745056152e-02
9.035179173229362926e-01,2.495088428258895874e-02
9.041423044963495803e-01,2.616501599550247192e-02
9.041856101457231842e-01,2.619808912277221680e-02
9.049370101408690248e-01,2.718584984540939331e-02
9.056120486951078075e-01,2.715390734374523163e-02
9.060424573089012057e-01,3.006281889975070953e-02
9.062203777579053154e-01,3.113345243036746979e-02
9.067885615441632075e-01,3.104409947991371155e-02
9.069471780942354178e-01,3.139403462409973145e-02
9.073258249259373853e-01,3.304614871740341187e-02
9.079677222731604713e-01,3.683701157569885254e-02
9.085625556898020427e-01,3.968081623315811157e-02
9.086760728653788810e-01,3.986959159374237061e-02
9.089238631786582534e-01,4.158521816134452820e-02
9.092814123863063314e-01,4.351662844419479370e-02
9.097825450191949770e-01,4.569723829627037048e-02
9.102835068211195813e-01,4.789320006966590881e-02
9.107772083070743152e-01,5.159528553485870361e-02
9.112013815906817582e-01,5.360131710767745972e-02
9.112058231957457233e-01,5.362208932638168335e-02
9.115859220906415983e-01,5.915008485317230225e-02
9.119815666032613510e-01,5.962080880999565125e-02
9.123196410810137102e-01,6.328234076499938965e-02
9.126730049300438852e-01,6.530865281820297241e-02
9.130450747696319258e-01,6.670778989791870117e-02
9.131919039831882801e-01,6.906221061944961548e-02
9.133314728807748750e-01,7.180427014827728271e-02
9.135922463473180599e-01,7.601627707481384277e-02
9.139697827777539807e-01,7.855128496885299683e-02
9.142578891985368994e-01,8.412587642669677734e-02
9.145825534456153427e-01,8.931527286767959595e-02
9.145895575151392620e-01,8.938656747341156006e-02
9.149829812252270322e-01,9.379538148641586304e-02
9.153802486320048448e-01,9.961555898189544678e-02
9.157314770939850579e-01,1.056926697492599487e-01
9.160991907439910431e-01,1.135171577334403992e-01
9.161385672811926950e-01,1.156401857733726501e-01
9.162918880713809555e-01,1.171680539846420288e-01
9.165414721097823181e-01,1.248545870184898376e-01
9.168476866127490688e-01,1.400441080331802368e-01
9.170652398454006704e-01,1.669000089168548584e-01
9.174432887687286042e-01,1.687833368778228760e-01
9.178367124788163744e-01,2.040499448776245117e-01
9.178972720555537146e-01,1.917279660701751709e-01
9.182887312095555643e-01,2.155806571245193481e-01
9.185905895229402596e-01,2.160768657922744751e-01
9.188726314445012644e-01,8.587727695703506470e-02
9.192123288164115724e-01,9.560652077198028564e-02
9.195517699418759294e-01,1.097532585263252258e-01
9.198910402363763561e-01,6.095103919506072998e-02
9.198910402363763561e-01,1.243325881659984589e-02
9.198910402363763561e-01,5.792076140642166138e-02
9.198910402363763561e-01,6.096335873007774353e-02
9.198910402363763561e-01,7.091419398784637451e-02
9.198910402363763561e-01,8.786871284246444702e-02
9.198910402363763561e-01,9.853620827198028564e-02
9.198910402363763561e-01,1.080015003681182861e-01
9.198910402363763561e-01,1.185738146305084229e-01
9.198910402363763561e-01,1.304346621036529541e-01
9.198910402363763561e-01,1.432288736104965210e-01
9.198910402363763561e-01,1.544077247381210327e-01
9.198910402363763561e-01,1.642946004867553711e-01
9.198910402363763561e-01,1.727438271045684814e-01
9.198910402363763561e-01,1.799697875976562500e-01
9.198910402363763561e-01,1.862682700157165527e-01
9.198910402363763561e-01,1.915087848901748657e-01
9.198910402363763561e-01,1.952095627784729004e-01
9.198910402363763561e-01,1.982050687074661255e-01
9.198910402363763561e-01,2.014080733060836792e-01
9.198910402363763561e-01,2.037605494260787964e-01
9.198910402363763561e-01,2.052328437566757202e-01
9.198910402363763561e-01,2.096232920885086060e-01
9.198910402363763561e-01,2.112313210964202881e-01
9.198910402363763561e-01,2.100282609462738037e-01
9.198910402363763561e-01,2.115429043769836426e-01
9.198910402363763561e-01,2.134410291910171509e-01
9.198910402363763561e-01,2.159639298915863037e-01
9.198910402363763561e-01,2.178069651126861572e-01
9.198910402363763561e-01,2.197258919477462769e-01
9.198910402363763561e-01,2.215611040592193604e-01
9.198910402363763561e-01,2.226472944021224976e-01
9.198910402363763561e-01,2.237305790185928345e-01
9.198910402363763561e-01,2.252853512763977051e-01
9.198910402363763561e-01,2.268308699131011963e-01
9.198910402363763561e-01,2.279585152864456177e-01
9.198910402363763561e-01,2.289321124553680420e-01
9.198910402363763561e-01,2.297855615615844727e-01
9.198910402363763561e-01,2.304997444152832031e-01
9.198910402363763561e-01,2.311792671680450439e-01
9.198910402363763561e-01,2.320425212383270264e-01
9.198910402363763561e-01,2.329489141702651978e-01
9.198910402363763561e-01,2.334913313388824463e-01
9.198910402363763561e-01,2.335934638977050781e-01
9.198910402363763561e-01,2.333937883377075195e-01
9.198910402363763561e-01,2.328000068664550781e-01
9.198910402363763561e-01,2.318471819162368774e-01
9.198910402363763561e-01,2.308139204978942871e-01
9.198910402363763561e-01,2.296202927827835083e-01
9.198910402363763561e-01,2.283353805541992188e-01
9.198910402363763561e-01,2.270445525646209717e-01
9.198910402363763561e-01,2.257598787546157837e-01
9.198910402363763561e-01,2.242682874202728271e-01
9.198910402363763561e-01,2.226032167673110962e-01
9.198910402363763561e-01,2.210005074739456177e-01
9.198910402363763561e-01,2.194636464118957520e-01
9.198910402363763561e-01,2.168794423341751099e-01
9.198910402363763561e-01,2.135471701622009277e-01
9.198910402363763561e-01,2.127361148595809937e-01
9.198910402363763561e-01,2.112387865781784058e-01
9.198910402363763561e-01,2.081393450498580933e-01
9.198910402363763561e-01,2.059404551982879639e-01
9.198910402363763561e-01,2.035775929689407349e-01
9.198910402363763561e-01,2.014422714710235596e-01
9.198910402363763561e-01,1.994294226169586182e-01
9.198910402363763561e-01,1.974004507064819336e-01
9.198910402363763561e-01,1.953920722007751465e-01
9.198910402363763561e-01,1.935501992702484131e-01
9.198910402363763561e-01,1.921396851539611816e-01
9.198910402363763561e-01,1.914547532796859741e-01
9.198910402363763561e-01,1.909997463226318359e-01
9.198910402363763561e-01,1.901962161064147949e-01
9.198910402363763561e-01,1.897365152835845947e-01
9.198910402363763561e-01,1.888924837112426758e-01
9.198910402363763561e-01,1.863103955984115601e-01
9.198910402363763561e-01,1.805944144725799561e-01
9.198910402363763561e-01,1.759253293275833130e-01
9.198910402363763561e-01,1.723358780145645142e-01
9.198910402363763561e-01,1.551967561244964600e-01
9.198910402363763561e-01,2.078513056039810181e-01
9.202608038579502825e-01,2.406371980905532837e-01
9.205724849517650243e-01,2.388806045055389404e-01
9.206184384810804922e-01,2.382929176092147827e-01
9.208825431514215953e-01,2.351374626159667969e-01
9.211969575406602218e-01,2.310835123062133789e-01
9.215239280057527793e-01,2.287837117910385132e-01
9.218488484992772847e-01,2.269316762685775757e-01
9.221706086199678021e-01,2.241733521223068237e-01
9.224683669902166150e-01,2.201956212520599365e-01
9.227522880523815196e-01,2.179558575153350830e-01
9.230377465932224634e-01,2.160364091396331787e-01
9.233308071119613603e-01,2.139692902565002441e-01
9.236295904679940882e-01,2.116384804248809814e-01
9.239184656281149710e-01,2.096405476331710815e-01
9.241399479729386357e-01,2.087561339139938354e-01
9.242034970915459224e-01,2.085167914628982544e-01
9.244938243148608237e-01,2.076439261436462402e-01
9.247813328272697087e-01,2.063390761613845825e-01
9.250655101358806753e-01,2.050583064556121826e-01
9.253548977888935712e-01,2.040344178676605225e-01
9.256514603423944276e-01,2.028455883264541626e-01
9.259462291707731829e-01,2.020894289016723633e-01
9.262347626689660940e-01,2.014753371477127075e-01
9.265352543346389025e-01,2.012515813112258911e-01
9.267168476493689022e-01,2.011121958494186401e-01
9.268638476938892978e-01,2.011375129222869873e-01
9.272137095081576241e-01,2.011116147041320801e-01
9.275823627284656148e-01,2.008483111858367920e-01
9.279688677845114864e-01,2.001475691795349121e-01
9.283781787742511060e-01,2.004508376121520996e-01
9.288208018019703527e-01,1.996852457523345947e-01
9.292553103588996333e-01,1.987361907958984375e-01
9.296790565650970839e-01,1.986472606658935547e-01
9.298604790488631533e-01,1.987372040748596191e-01
9.301228754095642870e-01,1.991213262081146240e-01
9.306123915369010069e-01,2.005021870136260986e-01
9.310305857367685567e-01,2.012899518013000488e-01
9.311691296485710145e-01,2.013098001480102539e-01
9.317719921205205313e-01,2.010640650987625122e-01
9.323932189210999422e-01,2.012144923210144043e-01
9.330762865306465592e-01,2.012231647968292236e-01
9.338271740329004977e-01,2.005554437637329102e-01
9.345896780407062510e-01,2.007944732904434204e-01
9.353295469457822975e-01,2.028224319219589233e-01
9.360564326975945315e-01,2.029799371957778931e-01
9.363272851910136030e-01,2.026865631341934204e-01
9.371043098307592079e-01,2.031213343143463135e-01
9.372887218563952239e-01,2.031610161066055298e-01
9.380543862370350761e-01,2.028397321701049805e-01
9.384443933278427963e-01,2.031442672014236450e-01
9.387843469461991663e-01,2.029155641794204712e-01
9.395979294122404069e-01,2.021209150552749634e-01
9.396471287298718833e-01,2.021295428276062012e-01
9.405927635310837864e-01,2.026166766881942749e-01
9.406551168329431167e-01,2.026298940181732178e-01
9.415609480195433756e-01,2.011755108833312988e-01
9.418165111416846313e-01,2.011856138706207275e-01
9.422947524253973972e-01,2.014844417572021484e-01
9.429460454756404264e-01,2.017776221036911011e-01
9.432605452803610735e-01,2.017011642456054688e-01
9.437275117204499963e-01,2.010579854249954224e-01
9.446232638801743686e-01,2.029632776975631714e-01
9.446513655737520665e-01,2.029421478509902954e-01
9.455997336703879652e-01,2.020125985145568848e-01
9.457876477307859409e-01,2.021654546260833740e-01
9.466405213185467016e-01,2.034662812948226929e-01
9.470719549181241259e-01,2.017309963703155518e-01
9.473088120497075160e-01,2.010928690433502197e-01
9.476583322020477596e-01,2.008826881647109985e-01
9.483504538526863481e-01,2.024630606174468994e-01
9.490674314085866259e-01,2.025012969970703125e-01
9.494156703286968924e-01,2.027361690998077393e-01
9.497958546390747880e-01,2.028313130140304565e-01
9.505495608522347428e-01,2.030271142721176147e-01
9.510875929733468848e-01,2.024552077054977417e-01
9.513162502186585101e-01,2.020619660615921021e-01
9.520725188962783081e-01,2.019515186548233032e-01
9.526794813113638183e-01,2.019145637750625610e-01
9.528192210399143436e-01,2.019044309854507446e-01
9.535673752467442865e-01,2.016270756721496582e-01
9.540928512920026083e-01,2.012720257043838501e-01
9.543258647268960670e-01,2.011089324951171875e-01
9.551125413161076771e-01,2.009589672088623047e-01
9.551911235595468286e-01,2.009816914796829224e-01
9.558700058104755426e-01,2.007025033235549927e-01
9.562614649644772813e-01,2.005505710840225220e-01
9.565881791831237768e-01,2.004483938217163086e-01
9.572632177373625595e-01,2.000731676816940308e-01
9.576881597603079666e-01,2.001778632402420044e-01
9.579333021936453640e-01,2.004201561212539673e-01
9.585947596862461895e-01,1.992424726486206055e-01
9.592687732547009460e-01,1.991627812385559082e-01
9.598593358972425937e-01,1.990291923284530640e-01
9.599589303492535031e-01,1.990153640508651733e-01
9.606531873869420535e-01,1.995764076709747314e-01
9.613223322729228526e-01,1.997192949056625366e-01
9.618856473767067872e-01,1.998961120843887329e-01
9.621790495573736557e-01,1.995452791452407837e-01
9.625887022090412470e-01,1.997785270214080811e-01
9.633317314869512815e-01,1.976706236600875854e-01
9.633375397397272444e-01,1.976293027400970459e-01
9.640086491817939640e-01,1.957639753818511963e-01
9.646781357297028459e-01,1.958371549844741821e-01
9.648142025925273702e-01,1.959321498870849609e-01
9.655505694628414570e-01,1.949956119060516357e-01
9.658428612422422788e-01,1.949546486139297485e-01
9.663228962510771458e-01,1.950535029172897339e-01
9.668587929851393259e-01,1.943614780902862549e-01
9.676166845569171837e-01,1.936441212892532349e-01
9.680690449495843453e-01,1.921509951353073120e-01
9.683645825173011756e-01,1.915335804224014282e-01
9.692589680293135501e-01,1.913450509309768677e-01
9.693487397008946349e-01,1.916820704936981201e-01
9.697180762450586800e-01,1.917024850845336914e-01
9.702411606568209779e-01,1.917702406644821167e-01
9.710053729742668116e-01,1.890621036291122437e-01
9.717562604765207501e-01,1.873976141214370728e-01
9.725004001556967204e-01,1.855619847774505615e-01
9.732441981729447189e-01,1.846639811992645264e-01
9.739710839247569529e-01,1.835069060325622559e-01
9.746907947760812263e-01,1.798637211322784424e-01
9.749853073580140306e-01,1.792381852865219116e-01
9.754099931345134866e-01,1.783019453287124634e-01
9.761164645861278855e-01,1.739149093627929688e-01
9.768032904768824132e-01,1.672355383634567261e-01
9.774826852207031402e-01,1.625086367130279541e-01
9.781698527733857507e-01,1.528126001358032227e-01
9.787861254760091834e-01,1.411970555782318115e-01
9.794572349180759030e-01,1.324916630983352661e-01
9.801836935924781447e-01,1.253575682640075684e-01
9.809462830157659186e-01,1.187487989664077759e-01
9.817157910930957021e-01,1.127770990133285522e-01
9.824642015463715961e-01,1.077188625931739807e-01
9.826928587916831104e-01,1.063582822680473328e-01
9.831807520248618815e-01,1.036276742815971375e-01
9.838841485191243130e-01,9.988651424646377563e-02
9.845837867321788339e-01,9.658829867839813232e-02
9.849128925843212423e-01,9.513032436370849609e-02
9.852801791569173462e-01,9.361177682876586914e-02
9.859733257933398498e-01,9.086970984935760498e-02
9.866647641201224950e-01,8.772827684879302979e-02
9.873541524753370879e-01,8.509419858455657959e-02
9.873662814737809157e-01,8.505927026271820068e-02
9.880378179932577387e-01,8.317864686250686646e-02
9.887175543990063264e-01,8.115715533494949341e-02
9.893917387984251244e-01,7.897245138883590698e-02
9.900603711915139105e-01,7.715222984552383423e-02
9.907226828389348317e-01,7.639136910438537598e-02
9.913758550297817607e-01,7.611696422100067139e-02
9.920228773059248661e-01,7.690680027008056641e-02
9.926978304446816281e-01,7.781624794006347656e-02
9.933908062501400904e-01,8.181855827569961548e-02
9.940722509655287586e-01,8.989090472459793091e-02
9.947426770837396459e-01,9.459012746810913086e-02
9.950570060574962516e-01,9.591357409954071045e-02
9.954066116253185159e-01,9.681149572134017944e-02
9.960683253643654034e-01,1.053142622113227844e-01
9.967873528918336223e-01,1.140701696276664734e-01
9.975248301634136450e-01,1.265713423490524292e-01
9.981551110050849163e-01,1.407257318496704102e-01
9.987339717265927286e-01,1.520984321832656860e-01
9.992479166817811453e-01,1.626850813627243042e-01
9.997194101424160539e-01,1.593967825174331665e-01
9.997521242720217582e-01,1.588309556245803833e-01
1.000000000000783151e+00,1.718606203794479370e-01
9.998942556340681964e-01,1.824240237474441528e-01
9.995577186349918763e-01,1.620994359254837036e-01
9.990210531615916212e-01,1.510336250066757202e-01
9.986130234040819786e-01,1.493605226278305054e-01
9.984653400357055286e-01,1.491165608167648315e-01
9.978890417786577816e-01,1.402031034231185913e-01
9.972894250950242734e-01,1.306740194559097290e-01
9.966674295551068985e-01,1.222036555409431458e-01
9.960538047324255517e-01,1.165204793214797974e-01
9.954424861277580971e-01,1.099904328584671021e-01
9.947811140506391814e-01,1.012436449527740479e-01
9.945949937153631959e-01,1.003445610404014587e-01
9.938898034959787742e-01,9.526821970939636230e-02
9.933215342942388615e-01,9.115210920572280884e-02
9.932201461171059620e-01,9.038042277097702026e-02
9.925561261600450713e-01,8.921006321907043457e-02
9.917884118078373890e-01,8.637457340955734253e-02
9.916166412735372138e-01,8.629931509494781494e-02
9.909545858725623546e-01,8.538177609443664551e-02
9.902994491256293941e-01,8.393597602844238281e-02
9.896281688525986331e-01,8.471146225929260254e-02
9.889497990945619321e-01,8.586182445287704468e-02
9.882678418862812508e-01,8.795048296451568604e-02
9.880736070802152993e-01,8.862723410129547119e-02
9.875850305231805848e-01,9.020789712667465210e-02
9.868990587872459308e-01,9.254344552755355835e-02
9.862074496294993553e-01,9.427858889102935791e-02
9.855000386075829510e-01,9.926871210336685181e-02
9.846810749661757400e-01,1.015822365880012512e-01
9.846283736137823039e-01,1.015953123569488525e-01
9.838664675143504734e-01,1.043189093470573425e-01
9.832064620849436665e-01,1.029136478900909424e-01
9.826846589054112346e-01,1.072540134191513062e-01
9.820904233971435859e-01,1.169625818729400635e-01
9.813425254367597050e-01,1.181719824671745300e-01
9.807810040580976496e-01,1.212299466133117676e-01
9.806545037292571099e-01,1.220030710101127625e-01
9.799522176362606141e-01,1.280054003000259399e-01
9.792013301340066755e-01,1.358124166727066040e-01
9.786280214188288751e-01,1.450242698192596436e-01
9.781698527733857507e-01,1.522636264562606812e-01
9.774251151858357467e-01,1.551716923713684082e-01
9.768523189635499593e-01,1.613186448812484741e-01
9.761886406684170403e-01,1.661959737539291382e-01
9.754934440604265955e-01,1.697135865688323975e-01
9.748071306625639698e-01,1.720292270183563232e-01
9.741289317354911992e-01,1.741850227117538452e-01
9.734397996267226683e-01,1.762313991785049438e-01
9.727438342793941484e-01,1.782515347003936768e-01
9.720392419683836494e-01,1.801474094390869141e-01
9.713268768485113780e-01,1.818449497222900391e-01
9.706187825027389193e-01,1.831954717636108398e-01
9.699274295914384059e-01,1.844401955604553223e-01
9.692623846485934891e-01,1.851279735565185547e-01
9.686164727737164304e-01,1.864781975746154785e-01
9.679528798940656431e-01,1.882885098457336426e-01
9.672676768974689532e-01,1.889083087444305420e-01
9.665811072531603765e-01,1.895583719015121460e-01
9.659061541144036145e-01,1.902401149272918701e-01
9.658390175455523474e-01,1.902585774660110474e-01
9.652401696012568033e-01,1.904582381248474121e-01
9.645369439379583021e-01,1.917095631361007690e-01
9.637883626537183668e-01,1.926884800195693970e-01
9.630323502225445198e-01,1.929020881652832031e-01
9.622970083380144590e-01,1.933275908231735229e-01
9.615673038752962087e-01,1.939132809638977051e-01
9.611083664905152313e-01,1.942221820354461670e-01
9.608512658896979364e-01,1.944100707769393921e-01
9.601309571299997403e-01,1.956165134906768799e-01
9.593236099941443440e-01,1.961044520139694214e-01
9.588274314592116765e-01,1.962366402149200439e-01
9.584645864916796487e-01,1.962673813104629517e-01
9.577006304206798770e-01,1.965154856443405151e-01
9.574508755513144731e-01,1.965316087007522583e-01
9.569496575029439178e-01,1.967330276966094971e-01
9.561854451854980841e-01,1.976969242095947266e-01
9.554804257970777037e-01,1.979990303516387939e-01
9.554342160213161739e-01,1.980080753564834595e-01
9.547316736818737271e-01,1.981797069311141968e-01
9.540308396520712497e-01,1.987431347370147705e-01
9.533097621530349786e-01,1.994815617799758911e-01
9.530388242441339974e-01,1.994997709989547729e-01
9.525894533933367825e-01,1.995262503623962402e-01
9.518581260364605834e-01,2.002830803394317627e-01
9.510724744330331104e-01,1.995131969451904297e-01
9.504735410732555456e-01,1.988053470849990845e-01
9.498440289709222384e-01,2.012428641319274902e-01
9.496661939374001493e-01,2.015145719051361084e-01
9.490456504606769039e-01,2.013181149959564209e-01
9.483870970944640044e-01,2.011437267065048218e-01
9.480985635962710933e-01,2.010829001665115356e-01
9.473850026596507545e-01,2.012194693088531494e-01
9.472585023308101038e-01,2.015168517827987671e-01
9.464108390874511612e-01,2.036598622798919678e-01
9.457588627133521886e-01,2.035194784402847290e-01
9.456111793449758496e-01,2.033666819334030151e-01
9.448653313561597988e-01,2.031617313623428345e-01
9.441300748871117587e-01,2.033467292785644531e-01
9.433974662980055825e-01,2.035460174083709717e-01
9.433677417102699359e-01,2.035551816225051880e-01
9.426764742144513320e-01,2.037514150142669678e-01
9.419571904405370510e-01,2.041266262531280518e-01
9.412391878988527472e-01,2.046087831258773804e-01
9.411083313804301520e-01,2.046274840831756592e-01
9.405244311454844519e-01,2.045623660087585449e-01
9.398117243636840978e-01,2.044335305690765381e-01
9.391012383844157263e-01,2.046862989664077759e-01
9.389901982578169326e-01,2.047164887189865112e-01
9.383955356721394025e-01,2.048036456108093262e-01
9.377043535918028194e-01,2.050433009862899780e-01
9.374097555943879945e-01,2.053025215864181519e-01
9.370208589048460990e-01,2.054344713687896729e-01
9.362415280470864909e-01,2.070703953504562378e-01
9.353295469457822975e-01,2.081357985734939575e-01
9.345956571244462552e-01,2.066096216440200806e-01
9.338390467848983745e-01,2.061889469623565674e-01
9.330750052984165821e-01,2.057938277721405029e-01
9.323202740994727122e-01,2.071171253919601440e-01
9.322231566964397365e-01,2.072378098964691162e-01
9.315297538135711708e-01,2.078312784433364868e-01
9.309868530099849604e-01,2.078396528959274292e-01
9.304530062474907215e-01,2.085230946540832520e-01
9.304336169330769124e-01,2.085437029600143433e-01
9.299312884834403103e-01,2.081227004528045654e-01
9.294237496894017792e-01,2.081041634082794189e-01
9.290611609683157024e-01,2.081047445535659790e-01
9.289387605826110450e-01,2.081950902938842773e-01
9.285038249482716610e-01,2.089781910181045532e-01
9.281057033866739747e-01,2.096053659915924072e-01
9.277211628867141346e-01,2.101573646068572998e-01
9.273506305258021332e-01,2.103659957647323608e-01
9.270127268790137043e-01,2.100402265787124634e-01
9.266908813428411662e-01,2.106325179338455200e-01
9.264598324640336280e-01,2.108129858970642090e-01
9.263484506755068626e-01,2.108719497919082642e-01
9.259962826432246441e-01,2.103485316038131714e-01
9.256527415746244047e-01,2.104573249816894531e-01
9.255540866929153898e-01,2.105944454669952393e-01
9.253422562975577303e-01,2.107643038034439087e-01
9.250577373270187920e-01,2.111728191375732422e-01
9.248071283028334033e-01,2.116930037736892700e-01
9.247871410800456715e-01,2.117150872945785522e-01
9.245347383307384037e-01,2.121886759996414185e-01
9.242796877014891610e-01,2.123925983905792236e-01
9.240180600801258803e-01,2.122646868228912354e-01
9.240158392775940088e-01,2.122652381658554077e-01
9.237342244334429964e-01,2.131765931844711304e-01
9.234235683254122806e-01,2.149957418441772461e-01
9.231194892094956028e-01,2.163029313087463379e-01
9.228196808676788487e-01,2.174734771251678467e-01
9.225194454484519913e-01,2.192107439041137695e-01
9.223874785287634603e-01,2.197687327861785889e-01
9.222112663893993201e-01,2.204518020153045654e-01
9.218894208532267820e-01,2.212684154510498047e-01
9.215824376109220673e-01,2.230689078569412231e-01
9.213841882772022540e-01,2.243258208036422729e-01
9.212792980653073949e-01,2.248366922140121460e-01
9.209630045354647576e-01,2.256279736757278442e-01
9.206227946706624365e-01,2.290142029523849487e-01
9.202721641170562572e-01,2.298170030117034912e-01
9.198910402363763561e-01,1.954880952835083008e-01
9.198910402363763561e-01,1.954880952835083008e-01
9.198910402363763561e-01,1.426211297512054443e-01
9.198910402363763561e-01,1.570240259170532227e-01
9.198910402363763561e-01,1.632990092039108276e-01
9.198910402363763561e-01,1.726682037115097046e-01
9.198910402363763561e-01,1.796246767044067383e-01
9.198910402363763561e-01,1.841218620538711548e-01
9.198910402363763561e-01,1.878955662250518799e-01
9.198910402363763561e-01,1.912194043397903442e-01
9.198910402363763561e-01,1.941233873367309570e-01
9.198910402363763561e-01,1.968668401241302490e-01
9.198910402363763561e-01,2.002023160457611084e-01
9.198910402363763561e-01,2.038069665431976318e-01
9.198910402363763561e-01,2.073935270309448242e-01
9.198910402363763561e-01,2.109963595867156982e-01
9.198910402363763561e-01,2.146382927894592285e-01
9.198910402363763561e-01,2.180411815643310547e-01
9.198910402363763561e-01,2.207755148410797119e-01
9.198910402363763561e-01,2.231140881776809692e-01
9.198910402363763561e-01,2.253584414720535278e-01
9.198910402363763561e-01,2.268681526184082031e-01
9.198910402363763561e-01,2.275402545928955078e-01
9.198910402363763561e-01,2.284170687198638916e-01
9.198910402363763561e-01,2.293769866228103638e-01
9.198910402363763561e-01,2.296987622976303101e-01
9.198910402363763561e-01,2.297414839267730713e-01
9.198910402363763561e-01,2.297341227531433105e-01
9.198910402363763561e-01,2.294595390558242798e-01
9.198910402363763561e-01,2.289610356092453003e-01
9.198910402363763561e-01,2.282889485359191895e-01
9.198910402363763561e-01,2.276310175657272339e-01
9.198910402363763561e-01,2.270288467407226562e-01
9.198910402363763561e-01,2.261488735675811768e-01
9.198910402363763561e-01,2.253391444683074951e-01
9.198910402363763561e-01,2.247330397367477417e-01
9.198910402363763561e-01,2.239598333835601807e-01
9.198910402363763561e-01,2.229011356830596924e-01
9.198910402363763561e-01,2.249662876129150391e-01
9.198910402363763561e-01,2.248203307390213013e-01
9.198910402363763561e-01,2.203168869018554688e-01
9.198910402363763561e-01,2.181082069873809814e-01
9.198910402363763561e-01,2.157431393861770630e-01
